name,percent
Michael,0.040331
David,0.039334
John,0.037072
James,0.035208
Robert,0.033824
Mark,0.026795
William,0.022276
Richard,0.019084
Thomas,0.017414
Steven,0.014957
Jeffrey,0.014851
Joseph,0.013657
Charles,0.01354
Kevin,0.013409
Timothy,0.013106
Kenneth,0.012103
Daniel,0.012006
Paul,0.01189
Scott,0.011096
Brian,0.010467
Gary,0.010274
Donald,0.009927
Gregory,0.009909
Ronald,0.009653
Anthony,0.009359
Christopher,0.008039
Stephen,0.007448
Douglas,0.007407
Edward,0.007368
Larry,0.006763
George,0.006321
Terry,0.006117
Randy,0.005832
Dennis,0.00579
Keith,0.005701
Mike,0.005408
Jerry,0.005276
Eric,0.005152
Patrick,0.00513
Bruce,0.004974
Frank,0.004834
Peter,0.004794
Craig,0.004752
Ricky,0.004645
Steve,0.004634
Todd,0.004523
Roger,0.004478
Raymond,0.004455
Jeff,0.00439
Jeffery,0.004138
Alan,0.003999
Andrew,0.003937
Tony,0.003848
Danny,0.003806
Russell,0.003405
Carl,0.003362
Chris,0.00334
Dale,0.003334
Matthew,0.003286
Joe,0.003272
Wayne,0.003129
Gerald,0.003071
Randall,0.003055
Glenn,0.002908
Tim,0.002899
Barry,0.002884
Lawrence,0.002823
Billy,0.002797
Phillip,0.002769
Johnny,0.002736
Jimmy,0.002662
Rodney,0.002629
Martin,0.002536
Walter,0.002528
Curtis,0.002523
Bobby,0.002504
Greg,0.002499
Jim,0.00248
Philip,0.002452
Darryl,0.002378
Jay,0.002374
Bryan,0.002335
Roy,0.002302
Dean,0.002284
Arthur,0.002232
Willie,0.002217
Bradley,0.002198
Tom,0.00219
Samuel,0.002166
Jack,0.002151
Henry,0.002142
Ronnie,0.00214
Jon,0.002137
Ralph,0.002059
Harold,0.002059
Allen,0.002034
Albert,0.002003
Vincent,0.002002
Victor,0.001992
Troy,0.001976
Darrell,0.001945
Eddie,0.001892
Micheal,0.001866
Bill,0.001857
Louis,0.001836
Stanley,0.001818
Jose,0.001745
Rick,0.001733
Howard,0.001655
Joel,0.001629
Jonathan,0.001615
Dwayne,0.001613
Eugene,0.001601
Leonard,0.001588
Dan,0.001582
Tommy,0.001577
Frederick,0.001537
Mitchell,0.001485
Tracy,0.001476
Marvin,0.001474
Don,0.001462
Lee,0.001455
Ernest,0.001434
Fred,0.001432
Kelly,0.001392
Ray,0.001355
Calvin,0.001327
Melvin,0.001317
Kurt,0.00131
Dave,0.001299
Harry,0.001272
Duane,0.001266
Marc,0.001256
Glen,0.001246
Norman,0.001245
Jerome,0.001221
Brent,0.001183
Karl,0.00118
Earl,0.00117
Kirk,0.001168
Bob,0.00116
Brad,0.00116
Shawn,0.001151
Reginald,0.001143
Edwin,0.001134
Benjamin,0.001109
Kent,0.001103
Francis,0.001086
Clifford,0.001084
Jesse,0.001067
Theodore,0.001064
Alfred,0.001053
Rickey,0.001045
Perry,0.001031
Clarence,0.001017
Bernard,9.97e-4
Warren,9.65e-4
Nicholas,9.64e-4
Brett,9.59e-4
Juan,9.5e-4
Kerry,9.39e-4
Guy,9.37e-4
Wesley,9.29e-4
Carlos,9.26e-4
Gordon,9.19e-4
Stuart,8.81e-4
Aaron,8.73e-4
Alvin,8.65e-4
Robin,8.58e-4
Ron,8.53e-4
Leroy,8.47e-4
Doug,8.38e-4
Lance,8.36e-4
Darren,8.27e-4
Vernon,8.21e-4
Gregg,8.13e-4
Sean,7.98e-4
Gilbert,7.92e-4
Kenny,7.88e-4
Dana,7.86e-4
Lloyd,7.83e-4
Herbert,7.82e-4
Daryl,7.79e-4
Ted,7.79e-4
Gene,7.73e-4
Manuel,7.71e-4
Dwight,7.7e-4
Ken,7.7e-4
Tyrone,7.54e-4
Leslie,7.52e-4
Lonnie,7.39e-4
Antonio,7.33e-4
Adam,7.32e-4
Leon,7.21e-4
Franklin,7.09e-4
Neil,7.08e-4
Andre,6.96e-4
Derrick,6.95e-4
Nathan,6.89e-4
Timmy,6.85e-4
Marty,6.77e-4
Floyd,6.68e-4
Maurice,6.68e-4
Luis,6.53e-4
Derek,6.5e-4
Ruben,6.41e-4
Donnie,6.38e-4
Andy,6.37e-4
Kelvin,6.33e-4
Clyde,6.24e-4
Allan,6.23e-4
Lewis,6.2e-4
Jackie,6.11e-4
Marcus,6.07e-4
Gerard,6.07e-4
Mario,5.99e-4
Lester,5.97e-4
Chuck,5.95e-4
Rex,5.9e-4
Joey,5.84e-4
Wade,5.77e-4
Ricardo,5.76e-4
Alexander,5.7e-4
Byron,5.68e-4
Jimmie,5.67e-4
Wendell,5.67e-4
Alex,5.65e-4
Charlie,5.65e-4
Sam,5.55e-4
Leo,5.45e-4
Clayton,5.38e-4
Kyle,5.38e-4
Arnold,5.37e-4
Randal,5.36e-4
Freddie,5.31e-4
Roland,5.26e-4
Neal,5.19e-4
Garry,5.19e-4
Kim,5.12e-4
Milton,5.11e-4
Randolph,4.95e-4
Jason,4.94e-4
Johnnie,4.88e-4
Nathaniel,4.87e-4
Oscar,4.84e-4
Ross,4.74e-4
Herman,4.66e-4
Terrence,4.62e-4
Clinton,4.61e-4
Jesus,4.51e-4
Cecil,4.5e-4
Harvey,4.43e-4
Nelson,4.42e-4
Jessie,4.41e-4
Roberto,4.38e-4
Nick,4.34e-4
Ben,4.34e-4
Pat,4.31e-4
Marshall,4.17e-4
Roderick,4.17e-4
Clay,4.16e-4
Fredrick,4.14e-4
Lynn,4.13e-4
Matt,4.12e-4
Hector,4.11e-4
Chester,4.11e-4
Raul,4.08e-4
Clark,4.08e-4
Clifton,4.04e-4
Hugh,4.02e-4
Sidney,3.89e-4
Jody,3.86e-4
Geoffrey,3.83e-4
Miguel,3.81e-4
Grant,3.76e-4
Frankie,3.74e-4
Claude,3.72e-4
Rudy,3.63e-4
Sammy,3.61e-4
Carlton,3.58e-4
Angelo,3.5e-4
Terrance,3.5e-4
Bart,3.48e-4
Bret,3.44e-4
Jamie,3.39e-4
Terence,3.37e-4
Rocky,3.37e-4
Wallace,3.36e-4
Francisco,3.36e-4
Benny,3.31e-4
Ramon,3.28e-4
Rene,3.24e-4
Pete,3.24e-4
Edgar,3.21e-4
Everett,3.21e-4
Robbie,3.17e-4
Ivan,3.11e-4
Angel,3.1e-4
Morris,3.08e-4
Myron,3.07e-4
Jaime,3.06e-4
