name,percent
Jennifer,0.031497
Jessica,0.025062
Amanda,0.018872
Sarah,0.015709
Melissa,0.01426
Nicole,0.011969
Stephanie,0.011504
Elizabeth,0.011307
Crystal,0.010536
Amy,0.010365
Michelle,0.009796
Heather,0.009642
Tiffany,0.009473
Kimberly,0.008881
Rebecca,0.008675
Angela,0.008272
Ashley,0.00819
Amber,0.008095
Christina,0.008009
Erin,0.007919
Rachel,0.007649
Laura,0.007339
Lisa,0.00697
Emily,0.006903
Kelly,0.006712
Lauren,0.006387
Andrea,0.006273
Sara,0.006254
Jamie,0.006089
Mary,0.005984
Danielle,0.005633
April,0.005549
Kristen,0.005259
Megan,0.00525
Erica,0.005154
Katherine,0.005062
Kristin,0.004816
Shannon,0.004758
Lindsay,0.004555
Lindsey,0.004389
Julie,0.004245
Maria,0.004038
Courtney,0.003912
Samantha,0.003729
Katie,0.003685
Christine,0.003614
Tara,0.003597
Kathryn,0.003464
Vanessa,0.003391
Brandy,0.003353
Natalie,0.003286
Monica,0.00316
Alicia,0.003095
Jacqueline,0.003033
Brandi,0.003017
Anna,0.002902
Carrie,0.002864
Allison,0.002853
Patricia,0.00285
Leslie,0.002747
Holly,0.002585
Cassandra,0.002573
Diana,0.002441
Cynthia,0.002441
Victoria,0.002346
Melanie,0.002345
Dana,0.002335
Kristina,0.002288
Karen,0.002286
Veronica,0.002285
Natasha,0.002278
Stacy,0.002261
Catherine,0.002258
Misty,0.002243
Valerie,0.002198
Susan,0.002185
Kathleen,0.002178
Candice,0.002093
Leah,0.002075
Sandra,0.00201
Erika,0.00198
Pamela,0.001956
Krystal,0.001933
Julia,0.001928
Stacey,0.001909
Heidi,0.001871
Katrina,0.001832
Tracy,0.001813
Jill,0.001804
Tina,0.001775
Latoya,0.001765
Brooke,0.001738
Alexis,0.001721
Brittany,0.001711
Dawn,0.001704
Jillian,0.001685
Margaret,0.001652
Lori,0.001644
Nichole,0.001611
Denise,0.001595
Renee,0.001593
Teresa,0.001589
Candace,0.001572
Kristy,0.001568
Wendy,0.001554
Nancy,0.001543
Linda,0.001538
Robin,0.001527
Theresa,0.001517
Meghan,0.001509
Alison,0.001502
Bethany,0.001496
Kara,0.001469
Tanya,0.001435
Christy,0.001432
Monique,0.001417
Miranda,0.001389
Brenda,0.001388
Casey,0.001366
Rachael,0.001363
Jenny,0.001352
Anne,0.001348
Melinda,0.001327
Lacey,0.001314
Gina,0.001314
Tonya,0.00131
Kelli,0.001308
Sabrina,0.001304
Tamara,0.001302
Barbara,0.001292
Molly,0.001278
Ebony,0.001257
Kayla,0.001255
Tammy,0.001249
Michele,0.001228
Kari,0.001226
Jaime,0.001209
Cassie,0.001209
Kristi,0.001183
Colleen,0.001182
Jaclyn,0.001182
Desiree,0.001155
Rebekah,0.001136
Sharon,0.001118
Alisha,0.00111
Carolyn,0.001109
Bridget,0.001107
Beth,0.001103
Sheena,0.001079
Meredith,0.001077
Stefanie,0.001075
Tabitha,0.001068
Latasha,0.00106
Ann,0.001059
Marie,0.001059
Deanna,0.001045
Tasha,0.001039
Abigail,0.001038
Cheryl,0.001034
Deborah,0.001017
Joanna,0.001013
Shawna,9.76e-4
Kendra,9.72e-4
Virginia,9.71e-4
Carla,9.71e-4
Angel,9.62e-4
Cindy,9.55e-4
Adrienne,9.53e-4
Chelsea,9.46e-4
Morgan,9.46e-4
Mandy,9.45e-4
Regina,9.45e-4
Krista,9.35e-4
Suzanne,8.97e-4
Hannah,8.7e-4
Jodi,8.65e-4
Audrey,8.5e-4
Caroline,8.47e-4
Donna,8.43e-4
Marissa,8.39e-4
Alexandra,8.38e-4
Janet,8.27e-4
Angelica,8.24e-4
Priscilla,8.21e-4
Whitney,8.14e-4
Trisha,8.04e-4
Aimee,8e-4
Martha,7.99e-4
Jasmine,7.97e-4
Claudia,7.93e-4
Jacquelyn,7.92e-4
Yolanda,7.92e-4
Nina,7.87e-4
Felicia,7.87e-4
Autumn,7.86e-4
Cristina,7.84e-4
Evelyn,7.59e-4
Toni,7.55e-4
Bonnie,7.55e-4
Ana,7.47e-4
Diane,7.44e-4
Kate,7.39e-4
Joy,7.37e-4
Cara,7.32e-4
Paula,7.32e-4
Mindy,7.28e-4
Carmen,7.25e-4
Debra,7.25e-4
Robyn,7.25e-4
Abby,7.16e-4
Summer,6.94e-4
Carly,6.89e-4
Janelle,6.87e-4
Kristine,6.8e-4
Naomi,6.73e-4
Shanna,6.68e-4
Rosa,6.63e-4
Kellie,6.59e-4
Caitlin,6.57e-4
Laurie,6.52e-4
Tia,6.52e-4
Adriana,6.48e-4
Ruth,6.48e-4
Sophia,6.39e-4
Jessie,6.31e-4
Shelly,6.27e-4
Rhonda,6.24e-4
Olivia,6.19e-4
Melody,6.14e-4
Alyssa,6.12e-4
Sheila,6.06e-4
Marisa,6.05e-4
Rose,6.04e-4
Terri,6.01e-4
Randi,5.99e-4
Nikki,5.92e-4
Gloria,5.92e-4
Charlene,5.83e-4
Tamika,5.83e-4
Lydia,5.79e-4
Sherry,5.77e-4
Sonia,5.77e-4
Christie,5.74e-4
Kerri,5.68e-4
Haley,5.64e-4
Annie,5.6e-4
Jenna,5.58e-4
Anita,5.57e-4
Sonya,5.56e-4
Yvonne,5.55e-4
Kelley,5.54e-4
Ellen,5.53e-4
Lacy,5.44e-4
Keri,5.42e-4
Sylvia,5.4e-4
Shauna,5.36e-4
Leticia,5.32e-4
Leigh,5.28e-4
Karla,5.28e-4
Katharine,5.24e-4
Bobbie,5.23e-4
Carol,5.22e-4
Grace,5.21e-4
Jeanette,5.18e-4
Kristie,5.18e-4
Kerry,5.17e-4
Esther,5.15e-4
Traci,5.08e-4
Krystle,5.05e-4
Maureen,5.03e-4
Frances,4.98e-4
Tracey,4.95e-4
Kira,4.92e-4
