name,percent
Mary,0.054025
Anna,0.021867
Helen,0.018198
Margaret,0.016695
Ruth,0.015616
Elizabeth,0.013864
Florence,0.01357
Ethel,0.012812
Marie,0.012398
Emma,0.010867
Lillian,0.010807
Edna,0.010339
Bertha,0.010078
Grace,0.0099
Clara,0.009884
Alice,0.009792
Bessie,0.009695
Hazel,0.009421
Rose,0.009328
Annie,0.009292
Minnie,0.009199
Mabel,0.00895
Gertrude,0.008599
Ida,0.008491
Pearl,0.008362
Martha,0.008015
Frances,0.007955
Esther,0.007697
Myrtle,0.007383
Edith,0.007343
Elsie,0.007101
Gladys,0.006996
Mildred,0.00694
Sarah,0.0069
Eva,0.006883
Ella,0.006879
Nellie,0.006819
Irene,0.006392
Laura,0.006384
Agnes,0.00636
Louise,0.006291
Catherine,0.006086
Dorothy,0.005929
Lillie,0.005643
Julia,0.005558
Carrie,0.005498
Josephine,0.005103
Hattie,0.005039
Cora,0.005019
Lena,0.00499
Alma,0.004886
Jessie,0.004797
Mattie,0.004757
Mae,0.004608
Blanche,0.004398
Jennie,0.004326
Ruby,0.004128
Viola,0.004096
Mamie,0.004052
Marion,0.004004
Lucy,0.003963
Maude,0.003963
Lula,0.003911
Stella,0.003891
Katherine,0.003875
Ada,0.003851
Fannie,0.003851
Beatrice,0.003794
Dora,0.003472
Willie,0.003295
Nora,0.003271
Pauline,0.003134
Vera,0.003126
Rosa,0.003101
Maggie,0.003061
Sadie,0.003049
Ellen,0.002952
Marguerite,0.002936
Effie,0.002811
Evelyn,0.002783
Beulah,0.002771
Lucille,0.00261
Lydia,0.002586
Virginia,0.00257
Susie,0.002521
Daisy,0.002513
Della,0.002513
Emily,0.002493
Leona,0.002493
Nettie,0.002473
May,0.002397
Olive,0.002348
Kathryn,0.002296
Hilda,0.00226
Eleanor,0.002252
Nancy,0.002227
Ann,0.002195
Sallie,0.002195
Lizzie,0.002187
Theresa,0.002147
Georgia,0.002131
Lottie,0.002107
Bernice,0.00209
Charlotte,0.001982
Katie,0.001982
Flora,0.001966
Lola,0.001962
Anne,0.001929
Etta,0.001881
Addie,0.001857
Lois,0.001841
Caroline,0.001837
Ollie,0.001833
Iva,0.001829
Estelle,0.001768
Lela,0.001764
Thelma,0.001688
Henrietta,0.001676
Violet,0.001655
Marjorie,0.001651
Amelia,0.001643
Ora,0.001643
Loretta,0.001635
Goldie,0.001611
Jane,0.001595
Inez,0.001575
Eunice,0.001559
Harriet,0.001543
Rebecca,0.001514
Genevieve,0.001494
Mable,0.001494
Betty,0.001478
Olga,0.001466
Eula,0.001446
Sylvia,0.001438
Amanda,0.001426
Sara,0.001422
Verna,0.00141
Doris,0.001406
Susan,0.001373
Rosie,0.001365
Nina,0.001353
Mollie,0.001341
Nannie,0.001341
Essie,0.001325
Matilda,0.001313
Estella,0.001277
Amy,0.001269
Marian,0.001245
Irma,0.001241
Sophie,0.001241
Maria,0.001224
Barbara,0.001204
Rachel,0.001196
Alta,0.001188
Alberta,0.001184
Madeline,0.001168
Hannah,0.00116
Christine,0.001132
Velma,0.001128
Freda,0.001124
Flossie,0.00112
Frieda,0.00112
Sophia,0.00112
Maud,0.001088
Lucile,0.001083
Kate,0.001075
Ola,0.001071
Allie,0.001067
Ina,0.001055
Celia,0.001047
Jean,0.001039
Kathleen,0.001011
Janie,9.95e-4
Eliza,9.83e-4
Naomi,9.71e-4
Vivian,9.71e-4
Fern,9.55e-4
Augusta,9.51e-4
Victoria,9.43e-4
Callie,0.00093000000000000005
Opal,9.26e-4
Winifred,8.74e-4
Isabelle,8.66e-4
Erma,8.58e-4
Belle,8.54e-4
