name,percent
Mary,0.057069
Dorothy,0.029451
Helen,0.028211
Margaret,0.02251
Ruth,0.020985
Mildred,0.014522
Virginia,0.013911
Elizabeth,0.012785
Frances,0.01277
Anna,0.011716
Betty,0.011269
Evelyn,0.011122
Marie,0.010241
Doris,0.009558
Alice,0.009324
Florence,0.008624
Irene,0.008096
Lillian,0.008082
Louise,0.007384
Rose,0.007245
Catherine,0.007139
Gladys,0.007089
Martha,0.007001
Marjorie,0.006961
Eleanor,0.00683
Edna,0.006703
Ruby,0.0067
Josephine,0.006505
Lucille,0.006417
Ethel,0.006322
Thelma,0.00628
Edith,0.006246
Jean,0.0062
Hazel,0.005873
Annie,0.005838
Pauline,0.005777
Grace,0.005766
Lois,0.005278
Esther,0.004879
Bernice,0.004764
Beatrice,0.00466
Gertrude,0.004655
Marion,0.004616
Clara,0.004397
Katherine,0.004241
Emma,0.00421
Barbara,0.004104
Jane,0.004063
Ann,0.004052
Sarah,0.004039
Elsie,0.004014
Rita,0.003999
June,0.003948
Agnes,0.003945
Julia,0.003927
Shirley,0.003792
Bertha,0.003698
Eva,0.00362
Viola,0.003449
Geraldine,0.003428
Juanita,0.003409
Pearl,0.003378
Laura,0.003351
Vivian,0.003316
Anne,0.003304
Ida,0.003289
Kathryn,0.003287
Myrtle,0.003181
Norma,0.003177
Lorraine,0.003159
Bessie,0.003138
Phyllis,0.003097
Marian,0.003093
Willie,0.003069
Vera,0.003042
Nellie,0.003023
Violet,0.002971
Wilma,0.002951
Charlotte,0.002912
Alma,0.002881
Maxine,0.002817
Stella,0.002806
Mabel,0.002704
Jessie,0.002675
Sylvia,0.002668
Genevieve,0.002616
Minnie,0.002606
Ella,0.002597
Leona,0.002545
Lillie,0.002541
Kathleen,0.002536
Ellen,0.002476
Marguerite,0.002455
Lucy,0.002425
Nancy,0.002394
Mattie,0.002332
Jennie,0.002254
Lena,0.002237
Mae,0.002196
Eileen,0.002184
Opal,0.002172
Blanche,0.002159
Audrey,0.002144
Patricia,0.00201
Velma,0.002001
Geneva,0.001988
Elaine,0.001955
Theresa,0.00195
Beulah,0.00191
Dolores,0.001903
Sara,0.001899
Harriet,0.001897
Georgia,0.001894
Jeanne,0.001833
Eunice,0.001799
Wanda,0.00177
Rosa,0.001769
Christine,0.001754
Emily,0.001745
Loretta,0.001706
Carrie,0.001696
Inez,0.001693
Muriel,0.001665
Janet,0.001655
Hilda,0.00165
Jeanette,0.001643
Fannie,0.001591
Alberta,0.00158
Sophie,0.0015790000000000001
Maria,0.001556
Anita,0.001556
Hattie,0.001505
Dora,0.0015
Naomi,0.001491
Verna,0.001487
Ada,0.001463
Cora,0.001462
Madeline,0.00143
Lula,0.001418
Miriam,0.001402
Rosemary,0.001375
Mamie,0.001373
Joan,0.001325
Roberta,0.001315
Arlene,0.001283
Olga,0.00128
Lola,0.00127
Mable,0.001269
Flora,0.001261
Carolyn,0.00125
Olive,0.001249
Erma,0.001229
Joyce,0.001225
Bonnie,0.001218
Daisy,0.001196
Rachel,0.001193
Nora,0.001188
Estelle,0.001173
Caroline,0.001155
Winifred,0.001153
Marcella,0.001129
Susie,0.001123
Rosie,0.001122
Irma,0.001118
Constance,0.001107
Lucile,0.001093
Margie,0.001089
Lorene,0.001087
Eula,0.001048
Fern,0.001047
Henrietta,0.001046
Maggie,0.001043
Victoria,0.001034
Sadie,0.001031
Rebecca,0.00102
Adeline,0.001013
Eloise,9.97e-4
Lottie,9.97e-4
Nina,9.86e-4
Antoinette,9.33e-4
Nettie,9.17e-4
Carol,9.17e-4
Della,9.14e-4
Katie,9e-4
Lydia,8.99e-4
Regina,8.96e-4
Dorothea,8.92e-4
Laverne,8.8e-4
Jeannette,8.51e-4
Amelia,8.47e-4
Cleo,8.42e-4
Veronica,8.36e-4
Angelina,8.32e-4
Claire,8.2e-4
Gloria,8.2e-4
Bette,8.01e-4
Essie,8.01e-4
Goldie,8.01e-4
Isabel,7.98e-4
Rosalie,7.9e-4
Freda,7.82e-4
Sally,7.72e-4
Donna,7.71e-4
May,7.69e-4
Ollie,7.62e-4
Adele,7.6e-4
Beverly,7.56e-4
Faye,7.51e-4
Angeline,7.37e-4
Addie,7.28e-4
Melba,7.28e-4
Billie,7.26e-4
Isabelle,7.24e-4
Effie,7.19e-4
Ora,7.19e-4
Jewell,7.18e-4
Cecelia,7.16e-4
Lela,7.04e-4
Peggy,7.03e-4
Annette,6.99e-4
Ernestine,6.94e-4
Iva,6.93e-4
Johnnie,6.84e-4
Susan,6.84e-4
Luella,6.83e-4
Leola,6.81e-4
Lila,6.76e-4
Jewel,6.64e-4
Imogene,6.47e-4
Sallie,6.46e-4
Etta,6.45e-4
Bettie,6.25e-4
Elva,6.17e-4
Selma,6.17e-4
Janie,6.13e-4
Cecilia,6.09e-4
Carmen,6.09e-4
Gwendolyn,6.06e-4
Ola,6.03e-4
Eleanore,5.93e-4
Delores,5.9e-4
Celia,5.84e-4
Teresa,5.79e-4
Alta,5.74e-4
Lizzie,5.72e-4
Sue,5.68e-4
Yvonne,5.64e-4
Reba,5.62e-4
Maude,5.6e-4
Fay,5.55e-4
Ina,5.49e-4
Helene,5.47e-4
Frieda,5.42e-4
Janice,5.39e-4
Angela,5.34e-4
Nell,5.31e-4
Elinor,5.27e-4
Nannie,5.26e-4
Francis,5.25e-4
Priscilla,5.11e-4
Matilda,5.11e-4
Iris,5.1e-4
Amy,5.01e-4
Estella,4.98e-4
Elnora,4.89e-4
Elma,4.82e-4
Elvira,4.78e-4
Lenora,4.78e-4
Harriett,4.71e-4
Nadine,4.71e-4
Eugenia,4.7e-4
Arline,4.69e-4
Annabelle,4.58e-4
Ila,4.5e-4
Mollie,4.5e-4
Neva,4.49e-4
Clarice,4.45e-4
Natalie,4.4e-4
Flossie,4.38e-4
Sophia,4.38e-4
Lee,4.37e-4
Jacqueline,4.34e-4
Margery,4.29e-4
Virgie,4.24e-4
Gracie,4.24e-4
Leah,4.21e-4
Olivia,4.2e-4
Marilyn,4.2e-4
Myra,4.15e-4
Edythe,4.12e-4
Carmela,4.11e-4
Connie,3.98e-4
Rena,3.97e-4
Winnie,3.95e-4
Mavis,3.92e-4
Sybil,3.89e-4
Cecile,3.88e-4
Millie,3.84e-4
Adelaide,3.79e-4
Hannah,3.79e-4
Bernadine,3.78e-4
Madge,3.73e-4
Odessa,3.71e-4
