name,percent
John,0.05615
William,0.04524
James,0.042138
George,0.027555
Robert,0.025373
Joseph,0.025024
Charles,0.023612
Frank,0.018917
Edward,0.016272
Thomas,0.013832
Henry,0.013723
Walter,0.01317
Willie,0.011812
Harry,0.011626
Albert,0.00987
Arthur,0.009618
Harold,0.009257
Paul,0.00889
Clarence,0.008584
Raymond,0.008301
Fred,0.008295
Louis,0.007917
Richard,0.007478
Joe,0.007267
Ralph,0.006841
Roy,0.006594
Jack,0.006528
Howard,0.00648
Carl,0.006456
David,0.006113
Ernest,0.006017
Earl,0.006005
Samuel,0.005771
Francis,0.005127
Lawrence,0.004899
Herbert,0.004562
Charlie,0.004448
Alfred,0.004442
Andrew,0.00434
Kenneth,0.00416
Anthony,0.004148
Eugene,0.004142
Michael,0.004142
Elmer,0.004136
Donald,0.003991
Sam,0.003871
Theodore,0.003865
Leonard,0.003685
Leo,0.003511
Herman,0.003378
Lee,0.003324
Stanley,0.003288
Peter,0.003258
Daniel,0.003192
Floyd,0.00318
Leroy,0.003144
Russell,0.003144
Clifford,0.00309
Clyde,0.003072
Lester,0.00306
Lewis,0.002939
Jesse,0.002897
Benjamin,0.002885
Edwin,0.002861
Oscar,0.002861
Chester,0.002777
Ray,0.002687
Frederick,0.002633
Claude,0.002573
Bernard,0.002489
Eddie,0.002483
Cecil,0.002386
Lloyd,0.002368
Norman,0.002248
Melvin,0.0022
Edgar,0.002164
Jessie,0.002134
Ben,0.002122
Milton,0.00208
Homer,0.002044
Tom,0.002044
Harvey,0.002038
Martin,0.00199
Leon,0.001966
Johnnie,0.001924
Philip,0.001918
Marvin,0.001869
Alvin,0.001845
Victor,0.001845
Everett,0.001767
Luther,0.001755
Allen,0.001725
Vernon,0.001713
Stephen,0.001683
Leslie,0.001677
Will,0.001647
Gerald,0.001623
Morris,0.001617
Julius,0.001581
Virgil,0.001551
Sidney,0.001521
Vincent,0.001503
Glenn,0.001491
Alexander,0.001479
Otis,0.001461
Maurice,0.001449
Horace,0.001413
Jacob,0.001413
Marion,0.001401
Wilbur,0.001401
Earnest,0.001383
Willard,0.001377
Nicholas,0.001359
Irving,0.001353
Archie,0.00134
Gilbert,0.00134
Jim,0.001322
Manuel,0.001322
Max,0.00131
Patrick,0.0012979999999999999
Hugh,0.001292
Oliver,0.001244
Curtis,0.00122
Hubert,0.00122
Arnold,0.001214
Guy,0.001202
Alex,0.001196
Jerry,0.00119
Gordon,0.001178
Ira,0.001178
Roosevelt,0.001166
Warren,0.001166
Jose,0.001154
Wallace,0.001142
Wesley,0.001112
Mack,0.0011
Nathan,0.00107
Wayne,0.00107
Otto,0.001064
Rudolph,0.00104
